Timestamp;GimbalPitchPos;Gyro;MotorTransAngle;GimbalYawPos;Gyro
949000;1.078860E+001;1.288744E+001;1.085449E+001;1.440977E+002;1.440893E+002
962000;1.078860E+001;1.289687E+001;1.081055E+001;1.440977E+002;1.440894E+002
976000;1.078860E+001;1.291625E+001;1.085449E+001;1.440977E+002;1.440900E+002
991000;1.078860E+001;1.290431E+001;1.081055E+001;1.440977E+002;1.440892E+002
1004000;1.078860E+001;1.288876E+001;1.081055E+001;1.440977E+002;1.440894E+002
1018000;1.078860E+001;1.290877E+001;1.081055E+001;1.440977E+002;1.440896E+002
1032000;1.078860E+001;1.289738E+001;1.085449E+001;1.440977E+002;1.440898E+002
1047000;1.078860E+001;1.291676E+001;1.085449E+001;1.440977E+002;1.440881E+002
1062000;1.078860E+001;1.288988E+001;1.085449E+001;1.440977E+002;1.440881E+002
1076000;1.078860E+001;1.289855E+001;1.081055E+001;1.440977E+002;1.440872E+002
1090000;1.078860E+001;1.288255E+001;1.085449E+001;1.440977E+002;1.440876E+002
1103000;1.078860E+001;1.287384E+001;1.081055E+001;1.440977E+002;1.440872E+002
1117000;1.078860E+001;1.286046E+001;1.085449E+001;1.440977E+002;1.440863E+002
1131000;1.078860E+001;1.284810E+001;1.081055E+001;1.440977E+002;1.440862E+002
1145000;1.078860E+001;1.284476E+001;1.081055E+001;1.440977E+002;1.440869E+002
1159000;1.078860E+001;1.284755E+001;1.085449E+001;1.440977E+002;1.440863E+002
1173000;1.078860E+001;1.283857E+001;1.081055E+001;1.440977E+002;1.440865E+002
1187000;1.078860E+001;1.282201E+001;1.081055E+001;1.440977E+002;1.440859E+002
1202000;1.078860E+001;1.282144E+001;1.085449E+001;1.440977E+002;1.440860E+002
1216000;1.078860E+001;1.282190E+001;1.081055E+001;1.440977E+002;1.440877E+002
1230000;1.078860E+001;1.283917E+001;1.085449E+001;1.440977E+002;1.440870E+002
1244000;1.078860E+001;1.282776E+001;1.081055E+001;1.440977E+002;1.440864E+002
1258000;1.078860E+001;1.283824E+001;1.081055E+001;1.440977E+002;1.440865E+002
1272000;1.078860E+001;1.283255E+001;1.081055E+001;1.440977E+002;1.440867E+002
1286000;1.078860E+001;1.283206E+001;1.081055E+001;1.440977E+002;1.440870E+002
1300000;1.078860E+001;1.283190E+001;1.081055E+001;1.440977E+002;1.440864E+002
1315000;1.078860E+001;1.282820E+001;1.081055E+001;1.440977E+002;1.440861E+002
1329000;1.078860E+001;1.283541E+001;1.081055E+001;1.440977E+002;1.440866E+002
1343000;1.078860E+001;1.283916E+001;1.081055E+001;1.440977E+002;1.440865E+002
1357000;1.078860E+001;1.286175E+001;1.081055E+001;1.440977E+002;1.440878E+002
1371000;1.078860E+001;1.287005E+001;1.081055E+001;1.440977E+002;1.440879E+002
1385000;1.078860E+001;1.289664E+001;1.085449E+001;1.440977E+002;1.440871E+002
1399000;1.078860E+001;1.288667E+001;1.085449E+001;1.440977E+002;1.440873E+002
1413000;1.078860E+001;1.285330E+001;1.081055E+001;1.440977E+002;1.440871E+002
1426000;1.078860E+001;1.285882E+001;1.081055E+001;1.440977E+002;1.440869E+002
1441000;1.078860E+001;1.283884E+001;1.081055E+001;1.440977E+002;1.440869E+002
1455000;1.078860E+001;1.285287E+001;1.081055E+001;1.440977E+002;1.440875E+002
1469000;1.078860E+001;1.285857E+001;1.085449E+001;1.440977E+002;1.440867E+002
1483000;1.078860E+001;1.287393E+001;1.081055E+001;1.440977E+002;1.440882E+002
1497000;1.078860E+001;1.286868E+001;1.081055E+001;1.440977E+002;1.440883E+002
1511000;1.078860E+001;1.286991E+001;1.085449E+001;1.440977E+002;1.440878E+002
1525000;1.078860E+001;1.287128E+001;1.081055E+001;1.440977E+002;1.440890E+002
1540000;1.078860E+001;1.286958E+001;1.085449E+001;1.440977E+002;1.440878E+002
1555000;1.078860E+001;1.286312E+001;1.085449E+001;1.440977E+002;1.440875E+002
1570000;1.078860E+001;1.286152E+001;1.085449E+001;1.440977E+002;1.440876E+002
1585000;1.078860E+001;1.286338E+001;1.081055E+001;1.440977E+002;1.440874E+002
1599000;1.078860E+001;1.285424E+001;1.085449E+001;1.440977E+002;1.440876E+002
1613000;1.078860E+001;1.283153E+001;1.081055E+001;1.440977E+002;1.440869E+002
1627000;1.078860E+001;1.282154E+001;1.081055E+001;1.440977E+002;1.440867E+002
1641000;1.078860E+001;1.283991E+001;1.085449E+001;1.440977E+002;1.440868E+002
1655000;1.078860E+001;1.283723E+001;1.085449E+001;1.440977E+002;1.440867E+002
1669000;1.078860E+001;1.284283E+001;1.081055E+001;1.440977E+002;1.440874E+002
1683000;1.078860E+001;1.282917E+001;1.081055E+001;1.440977E+002;1.440865E+002
1698000;1.078860E+001;1.282306E+001;1.085449E+001;1.440977E+002;1.440871E+002
1711000;1.078860E+001;1.283067E+001;1.085449E+001;1.440977E+002;1.440871E+002
1725000;1.078860E+001;1.284075E+001;1.085449E+001;1.440977E+002;1.440878E+002
1739000;1.078860E+001;1.285661E+001;1.081055E+001;1.440977E+002;1.440870E+002
1753000;1.078860E+001;1.284163E+001;1.085449E+001;1.440977E+002;1.440862E+002
1767000;1.078860E+001;1.285411E+001;1.085449E+001;1.440977E+002;1.440862E+002
1781000;1.078860E+001;1.285839E+001;1.081055E+001;1.440977E+002;1.440853E+002
1795000;1.078860E+001;1.286155E+001;1.081055E+001;1.440977E+002;1.440858E+002
1809000;1.078860E+001;1.286212E+001;1.081055E+001;1.440977E+002;1.440856E+002
1824000;1.078860E+001;1.285785E+001;1.081055E+001;1.440977E+002;1.440844E+002
1838000;1.078860E+001;1.286345E+001;1.085449E+001;1.440977E+002;1.440846E+002
1852000;1.078860E+001;1.284555E+001;1.085449E+001;1.440977E+002;1.440847E+002
1866000;1.078860E+001;1.283998E+001;1.081055E+001;1.440977E+002;1.440853E+002
1880000;1.078860E+001;1.281574E+001;1.081055E+001;1.440977E+002;1.440857E+002
1894000;1.078860E+001;1.282877E+001;1.081055E+001;1.440977E+002;1.440851E+002
1908000;1.078860E+001;1.283485E+001;1.081055E+001;1.440977E+002;1.440860E+002
1922000;1.078860E+001;1.280854E+001;1.081055E+001;1.440977E+002;1.440852E+002
1936000;1.078860E+001;1.280411E+001;1.081055E+001;1.440977E+002;1.440857E+002
1951000;1.078860E+001;1.280347E+001;1.081055E+001;1.440977E+002;1.440864E+002
1965000;1.078860E+001;1.280414E+001;1.085449E+001;1.440977E+002;1.440868E+002
1979000;1.078860E+001;1.281435E+001;1.081055E+001;1.440977E+002;1.440868E+002
1993000;1.078860E+001;1.279221E+001;1.081055E+001;1.440977E+002;1.440867E+002
2007000;1.078860E+001;1.279115E+001;1.081055E+001;1.440977E+002;1.440869E+002
2021000;1.078860E+001;1.278390E+001;1.081055E+001;1.440977E+002;1.440865E+002
2034000;1.078860E+001;1.281003E+001;1.081055E+001;1.440977E+002;1.440868E+002
2048000;1.078860E+001;1.283197E+001;1.081055E+001;1.440977E+002;1.440867E+002
2063000;1.078860E+001;1.282060E+001;1.081055E+001;1.440977E+002;1.440864E+002
2077000;1.078860E+001;1.281252E+001;1.081055E+001;1.440977E+002;1.440862E+002
2091000;1.078860E+001;1.279908E+001;1.081055E+001;1.440977E+002;1.440861E+002
2105000;1.078860E+001;1.280363E+001;1.085449E+001;1.440977E+002;1.440859E+002
2119000;1.078860E+001;1.281389E+001;1.085449E+001;1.440977E+002;1.440862E+002
2133000;1.078860E+001;1.280764E+001;1.081055E+001;1.440977E+002;1.440866E+002
2147000;1.078860E+001;1.282422E+001;1.081055E+001;1.440977E+002;1.440864E+002
2160000;1.078860E+001;1.283220E+001;1.081055E+001;1.440977E+002;1.440863E+002
2173000;1.078860E+001;1.282845E+001;1.081055E+001;1.440977E+002;1.440871E+002
2188000;1.078860E+001;1.284772E+001;1.081055E+001;1.440977E+002;1.440875E+002
2201000;1.078860E+001;1.282760E+001;1.085449E+001;1.440977E+002;1.440871E+002
2215000;1.078860E+001;1.283519E+001;1.081055E+001;1.440977E+002;1.440869E+002
2229000;1.078860E+001;1.281940E+001;1.081055E+001;1.440977E+002;1.440866E+002
2243000;1.078860E+001;1.281632E+001;1.081055E+001;1.440977E+002;1.440878E+002
2258000;1.078860E+001;1.282390E+001;1.081055E+001;1.440977E+002;1.440880E+002
2272000;1.078860E+001;1.285211E+001;1.085449E+001;1.440977E+002;1.440885E+002
2286000;1.078860E+001;1.284237E+001;1.081055E+001;1.440977E+002;1.440893E+002
2299000;1.078860E+001;1.284256E+001;1.081055E+001;1.440977E+002;1.440882E+002
2313000;1.078860E+001;1.284265E+001;1.081055E+001;1.440977E+002;1.440882E+002
2328000;1.078860E+001;1.283266E+001;1.081055E+001;1.440977E+002;1.440883E+002
2341000;1.078860E+001;1.285010E+001;1.081055E+001;1.440977E+002;1.440893E+002
2355000;1.078860E+001;1.285396E+001;1.085449E+001;1.440977E+002;1.440897E+002
2370000;1.078860E+001;1.285697E+001;1.081055E+001;1.440977E+002;1.440886E+002
2384000;1.078860E+001;1.283933E+001;1.085449E+001;1.440977E+002;1.440890E+002
2399000;1.078860E+001;1.284059E+001;1.081055E+001;1.440977E+002;1.440884E+002
2413000;1.078860E+001;1.284436E+001;1.081055E+001;1.440977E+002;1.440898E+002
2427000;1.078860E+001;1.283535E+001;1.081055E+001;1.440977E+002;1.440894E+002
2441000;1.078860E+001;1.281171E+001;1.081055E+001;1.440977E+002;1.440894E+002
2455000;1.078860E+001;1.280175E+001;1.081055E+001;1.440977E+002;1.440884E+002
2469000;1.078860E+001;1.281519E+001;1.081055E+001;1.440977E+002;1.440886E+002
2483000;1.078860E+001;1.281364E+001;1.081055E+001;1.440977E+002;1.440886E+002
2497000;1.078860E+001;1.283667E+001;1.085449E+001;1.440977E+002;1.440885E+002
2511000;1.078860E+001;1.283398E+001;1.081055E+001;1.440977E+002;1.440887E+002
2525000;1.078860E+001;1.281895E+001;1.081055E+001;1.440977E+002;1.440895E+002
2539000;1.078860E+001;1.281914E+001;1.081055E+001;1.440977E+002;1.440892E+002
2554000;1.078860E+001;1.280569E+001;1.081055E+001;1.440977E+002;1.440900E+002
2568000;1.078860E+001;1.281181E+001;1.085449E+001;1.440977E+002;1.440911E+002
2583000;1.078860E+001;1.281765E+001;1.085449E+001;1.440977E+002;1.440912E+002
2596000;1.078860E+001;1.281224E+001;1.081055E+001;1.440977E+002;1.440914E+002
2610000;1.078860E+001;1.278612E+001;1.081055E+001;1.440977E+002;1.440915E+002
2624000;1.078860E+001;1.279753E+001;1.081055E+001;1.440977E+002;1.440920E+002
2639000;1.078860E+001;1.278110E+001;1.081055E+001;1.440977E+002;1.440919E+002
2653000;1.078860E+001;1.281156E+001;1.081055E+001;1.440977E+002;1.440914E+002
2667000;1.078860E+001;1.281771E+001;1.081055E+001;1.440977E+002;1.440915E+002
2681000;1.078860E+001;1.280687E+001;1.081055E+001;1.440977E+002;1.440909E+002
2695000;1.078860E+001;1.281839E+001;1.085449E+001;1.440977E+002;1.440911E+002
2709000;1.078860E+001;1.280149E+001;1.081055E+001;1.440977E+002;1.440917E+002
2722000;1.078860E+001;1.282058E+001;1.081055E+001;1.440977E+002;1.440916E+002
2736000;1.078860E+001;1.282856E+001;1.085449E+001;1.440977E+002;1.440928E+002
2751000;1.078860E+001;1.283994E+001;1.081055E+001;1.440977E+002;1.440919E+002
2765000;1.078860E+001;1.283360E+001;1.081055E+001;1.440977E+002;1.440918E+002
2779000;1.078860E+001;1.282878E+001;1.081055E+001;1.440977E+002;1.440918E+002
2792000;1.078860E+001;1.283591E+001;1.081055E+001;1.440977E+002;1.440917E+002
2806000;1.078860E+001;1.281824E+001;1.085449E+001;1.440977E+002;1.440920E+002
2819000;1.078860E+001;1.280712E+001;1.081055E+001;1.440977E+002;1.440910E+002
2832000;1.078860E+001;1.280357E+001;1.081055E+001;1.440977E+002;1.440910E+002
2846000;1.078860E+001;1.279970E+001;1.085449E+001;1.440977E+002;1.440916E+002
2860000;1.078860E+001;1.280220E+001;1.085449E+001;1.440977E+002;1.440915E+002
2874000;1.078860E+001;1.282167E+001;1.085449E+001;1.440977E+002;1.440918E+002
2887000;1.078860E+001;1.282309E+001;1.081055E+001;1.440977E+002;1.440919E+002
2901000;1.078860E+001;1.280574E+001;1.081055E+001;1.440977E+002;1.440908E+002
2915000;1.078860E+001;1.280387E+001;1.085449E+001;1.440977E+002;1.440904E+002
2929000;1.078860E+001;1.279775E+001;1.085449E+001;1.440977E+002;1.440917E+002
2943000;1.078860E+001;1.281505E+001;1.081055E+001;1.440977E+002;1.440917E+002
2957000;1.078860E+001;1.282101E+001;1.081055E+001;1.440977E+002;1.440912E+002
2970000;1.078860E+001;1.281094E+001;1.081055E+001;1.440977E+002;1.440906E+002
2984000;1.078860E+001;1.280264E+001;1.081055E+001;1.440977E+002;1.440909E+002
2998000;1.078860E+001;1.282084E+001;1.081055E+001;1.440977E+002;1.440906E+002
3012000;1.078860E+001;1.281881E+001;1.081055E+001;1.440977E+002;1.440904E+002
3026000;1.078860E+001;1.284264E+001;1.081055E+001;1.440977E+002;1.440910E+002
3040000;1.078860E+001;1.281779E+001;1.081055E+001;1.440977E+002;1.440911E+002
3054000;1.078860E+001;1.281797E+001;1.081055E+001;1.440977E+002;1.440914E+002
3068000;1.078860E+001;1.282379E+001;1.081055E+001;1.440977E+002;1.440921E+002
3082000;1.078860E+001;1.283449E+001;1.081055E+001;1.440977E+002;1.440925E+002
3096000;1.078860E+001;1.281241E+001;1.081055E+001;1.440977E+002;1.440922E+002
3110000;1.078860E+001;1.283063E+001;1.081055E+001;1.440977E+002;1.440924E+002
3124000;1.078860E+001;1.281187E+001;1.081055E+001;1.440977E+002;1.440924E+002
3138000;1.078860E+001;1.281665E+001;1.085449E+001;1.440977E+002;1.440920E+002
3152000;1.078860E+001;1.280721E+001;1.081055E+001;1.440977E+002;1.440917E+002
3166000;1.078860E+001;1.280174E+001;1.085449E+001;1.440977E+002;1.440921E+002
3180000;1.078860E+001;1.280281E+001;1.081055E+001;1.440977E+002;1.440930E+002
3194000;1.078860E+001;1.280700E+001;1.085449E+001;1.440977E+002;1.440921E+002
3208000;1.078860E+001;1.279717E+001;1.081055E+001;1.440977E+002;1.440922E+002
3222000;1.078860E+001;1.280543E+001;1.081055E+001;1.440977E+002;1.440920E+002
3236000;1.078860E+001;1.279154E+001;1.081055E+001;1.440977E+002;1.440924E+002
3250000;1.078860E+001;1.280397E+001;1.085449E+001;1.440977E+002;1.440916E+002
3265000;1.078860E+001;1.281549E+001;1.081055E+001;1.440977E+002;1.440916E+002
3279000;1.078860E+001;1.280422E+001;1.081055E+001;1.440977E+002;1.440915E+002
3293000;1.078860E+001;1.278652E+001;1.081055E+001;1.440977E+002;1.440905E+002
3307000;1.078860E+001;1.278173E+001;1.081055E+001;1.440977E+002;1.440907E+002
3322000;1.078860E+001;1.279420E+001;1.081055E+001;1.440977E+002;1.440914E+002
3337000;1.078860E+001;1.280146E+001;1.081055E+001;1.440977E+002;1.440921E+002
3350000;1.078860E+001;1.280483E+001;1.081055E+001;1.440977E+002;1.440912E+002
3364000;1.078860E+001;1.279692E+001;1.081055E+001;1.440977E+002;1.440904E+002
3378000;1.078860E+001;1.280371E+001;1.081055E+001;1.440977E+002;1.440912E+002
3392000;1.078860E+001;1.278877E+001;1.085449E+001;1.440977E+002;1.440913E+002
3406000;1.078860E+001;1.282061E+001;1.081055E+001;1.440977E+002;1.440922E+002
3420000;1.078860E+001;1.282869E+001;1.081055E+001;1.440977E+002;1.440917E+002
3433000;1.078860E+001;1.286166E+001;1.081055E+001;1.440977E+002;1.440912E+002
3448000;1.078860E+001;1.284255E+001;1.085449E+001;1.440977E+002;1.440921E+002
3463000;1.078860E+001;1.284655E+001;1.081055E+001;1.440977E+002;1.440924E+002
3477000;1.078860E+001;1.284319E+001;1.085449E+001;1.440977E+002;1.440933E+002
3491000;1.078860E+001;1.284424E+001;1.081055E+001;1.440977E+002;1.440920E+002
3505000;1.078860E+001;1.282941E+001;1.081055E+001;1.440977E+002;1.440915E+002
3520000;1.078860E+001;1.282113E+001;1.081055E+001;1.440977E+002;1.440913E+002
3534000;1.078860E+001;1.282646E+001;1.081055E+001;1.440977E+002;1.440916E+002
3548000;1.078860E+001;1.284078E+001;1.081055E+001;1.440977E+002;1.440926E+002
3562000;1.078860E+001;1.285425E+001;1.081055E+001;1.440977E+002;1.440933E+002
3577000;1.078860E+001;1.285986E+001;1.081055E+001;1.440977E+002;1.440921E+002
3591000;1.078860E+001;1.286549E+001;1.081055E+001;1.440977E+002;1.440926E+002
3606000;1.078860E+001;1.283793E+001;1.081055E+001;1.440977E+002;1.440923E+002
3620000;1.078860E+001;1.284572E+001;1.081055E+001;1.440977E+002;1.440922E+002
3634000;1.078860E+001;1.283377E+001;1.085449E+001;1.440977E+002;1.440927E+002
3648000;1.078860E+001;1.281657E+001;1.081055E+001;1.440977E+002;1.440925E+002
3663000;1.078860E+001;1.281018E+001;1.081055E+001;1.440977E+002;1.440918E+002
3677000;1.078860E+001;1.281441E+001;1.081055E+001;1.440977E+002;1.440931E+002
3691000;1.078860E+001;1.281727E+001;1.085449E+001;1.440977E+002;1.440917E+002
3704000;1.078860E+001;1.281077E+001;1.085449E+001;1.440977E+002;1.440921E+002
3718000;1.078860E+001;1.282277E+001;1.085449E+001;1.440977E+002;1.440925E+002
3731000;1.078860E+001;1.281786E+001;1.081055E+001;1.440977E+002;1.440909E+002
3745000;1.078860E+001;1.281128E+001;1.085449E+001;1.440977E+002;1.440909E+002
3759000;1.078860E+001;1.280620E+001;1.081055E+001;1.440977E+002;1.440901E+002
3774000;1.078860E+001;1.281928E+001;1.085449E+001;1.440977E+002;1.440900E+002
3788000;1.078860E+001;1.282921E+001;1.081055E+001;1.440977E+002;1.440897E+002
3802000;1.078860E+001;1.282255E+001;1.081055E+001;1.440977E+002;1.440900E+002
3816000;1.078860E+001;1.282552E+001;1.081055E+001;1.440977E+002;1.440903E+002
3830000;1.078860E+001;1.281060E+001;1.085449E+001;1.440977E+002;1.440899E+002
3844000;1.078860E+001;1.281068E+001;1.081055E+001;1.440977E+002;1.440902E+002
3858000;1.078860E+001;1.282235E+001;1.081055E+001;1.440977E+002;1.440913E+002
3872000;1.078860E+001;1.282173E+001;1.081055E+001;1.440977E+002;1.440900E+002
3886000;1.078860E+001;1.280250E+001;1.081055E+001;1.440977E+002;1.440893E+002
3900000;1.078860E+001;1.280570E+001;1.081055E+001;1.440977E+002;1.440897E+002
3914000;1.078860E+001;1.282957E+001;1.081055E+001;1.440977E+002;1.440898E+002
3928000;1.078860E+001;1.284547E+001;1.081055E+001;1.440977E+002;1.440907E+002
3943000;1.078860E+001;1.284938E+001;1.081055E+001;1.440977E+002;1.440902E+002
3957000;1.078860E+001;1.284899E+001;1.081055E+001;1.440977E+002;1.440910E+002
3972000;1.078860E+001;1.283100E+001;1.081055E+001;1.440977E+002;1.440908E+002
3986000;1.078860E+001;1.283745E+001;1.081055E+001;1.440977E+002;1.440909E+002
4000000;1.078860E+001;1.285155E+001;1.081055E+001;1.440977E+002;1.440921E+002
4014000;1.078860E+001;1.283776E+001;1.081055E+001;1.440977E+002;1.440912E+002
4028000;1.078860E+001;1.283403E+001;1.085449E+001;1.440977E+002;1.440912E+002
4042000;1.078860E+001;1.282274E+001;1.081055E+001;1.440977E+002;1.440908E+002
4056000;1.078860E+001;1.283375E+001;1.081055E+001;1.440977E+002;1.440916E+002
4070000;1.078860E+001;1.285160E+001;1.085449E+001;1.440977E+002;1.440919E+002
4085000;1.078860E+001;1.285641E+001;1.081055E+001;1.440977E+002;1.440921E+002
4099000;1.078860E+001;1.286395E+001;1.081055E+001;1.440977E+002;1.440912E+002
4113000;1.078860E+001;1.285297E+001;1.081055E+001;1.440977E+002;1.440913E+002
4127000;1.078860E+001;1.285790E+001;1.081055E+001;1.440977E+002;1.440919E+002
4141000;1.078860E+001;1.285365E+001;1.081055E+001;1.440977E+002;1.440913E+002
4155000;1.078860E+001;1.285685E+001;1.081055E+001;1.440977E+002;1.440913E+002
4169000;1.078860E+001;1.285928E+001;1.081055E+001;1.440977E+002;1.440914E+002
4183000;1.078860E+001;1.285679E+001;1.081055E+001;1.440977E+002;1.440919E+002
4197000;1.078860E+001;1.284378E+001;1.081055E+001;1.440977E+002;1.440920E+002
4212000;1.078860E+001;1.285950E+001;1.085449E+001;1.440977E+002;1.440920E+002
4226000;1.078860E+001;1.284430E+001;1.081055E+001;1.440977E+002;1.440921E+002
4240000;1.078860E+001;1.285007E+001;1.081055E+001;1.440977E+002;1.440925E+002
4254000;1.078860E+001;1.285306E+001;1.081055E+001;1.440977E+002;1.440933E+002
4268000;1.078860E+001;1.286871E+001;1.081055E+001;1.440977E+002;1.440930E+002
4282000;1.078860E+001;1.289060E+001;1.081055E+001;1.440977E+002;1.440926E+002
4296000;1.078860E+001;1.288772E+001;1.081055E+001;1.440977E+002;1.440934E+002
4310000;1.078860E+001;1.290050E+001;1.081055E+001;1.440977E+002;1.440936E+002
4324000;1.078860E+001;1.289522E+001;1.081055E+001;1.440977E+002;1.440930E+002
4339000;1.078860E+001;1.288489E+001;1.081055E+001;1.440977E+002;1.440932E+002
4354000;1.078860E+001;1.287782E+001;1.081055E+001;1.440977E+002;1.440920E+002
4369000;1.078860E+001;1.287092E+001;1.085449E+001;1.440977E+002;1.440929E+002
4383000;1.078860E+001;1.286426E+001;1.081055E+001;1.440977E+002;1.440917E+002
4397000;1.078860E+001;1.286707E+001;1.081055E+001;1.440977E+002;1.440915E+002
4411000;1.078860E+001;1.285858E+001;1.081055E+001;1.440977E+002;1.440897E+002
4424000;1.078860E+001;1.284972E+001;1.081055E+001;1.440977E+002;1.440911E+002
4438000;1.078860E+001;1.285704E+001;1.085449E+001;1.440977E+002;1.440921E+002
4452000;1.078860E+001;1.286804E+001;1.085449E+001;1.440977E+002;1.440920E+002
