Timestamp;GimbalPitchPos;Gyro;GimbalYawPos;Gyro;MotorTransAngle
328000;2.500000E+001;2.803962E+001;-1.554654E+002;-1.553498E+002;2.513672E+001
341000;2.500000E+001;2.804380E+001;-1.554654E+002;-1.553489E+002;2.513672E+001
354000;2.500000E+001;2.803769E+001;-1.554654E+002;-1.553485E+002;2.518066E+001
367000;2.500000E+001;2.805675E+001;-1.554654E+002;-1.553483E+002;2.513672E+001
381000;2.500000E+001;2.803774E+001;-1.554654E+002;-1.553471E+002;2.513672E+001
394000;2.500000E+001;2.804385E+001;-1.554654E+002;-1.553472E+002;2.513672E+001
408000;2.500000E+001;2.802183E+001;-1.554654E+002;-1.553463E+002;2.513672E+001
422000;2.500000E+001;2.803251E+001;-1.554654E+002;-1.553464E+002;2.513672E+001
435000;2.500000E+001;2.802411E+001;-1.554654E+002;-1.553460E+002;2.513672E+001
448000;2.500000E+001;2.801256E+001;-1.554654E+002;-1.553463E+002;2.513672E+001
461000;2.500000E+001;2.803366E+001;-1.554654E+002;-1.553460E+002;2.513672E+001
475000;2.500000E+001;2.802915E+001;-1.554654E+002;-1.553455E+002;2.513672E+001
489000;2.500000E+001;2.800845E+001;-1.554654E+002;-1.553453E+002;2.513672E+001
503000;2.500000E+001;2.801871E+001;-1.554654E+002;-1.553445E+002;2.513672E+001
517000;2.500000E+001;2.802705E+001;-1.554654E+002;-1.553441E+002;2.513672E+001
530000;2.500000E+001;2.801921E+001;-1.554654E+002;-1.553435E+002;2.513672E+001
544000;2.500000E+001;2.803728E+001;-1.554654E+002;-1.553429E+002;2.513672E+001
