Timestamp;GimbalPitchPos;Gyro;GimbalYawPos;Gyro
64834000;0.000000E+000;8.076929E-001;-1.289908E+001;2.675201E-001
64846000;0.000000E+000;1.125606E+000;1.126139E+001;8.503354E-002
64859000;0.000000E+000;1.227149E+000;1.950260E+001;-2.790303E-001
64872000;0.000000E+000;9.172172E-001;1.028225E+000;-1.911261E-001
64886000;0.000000E+000;5.057269E-001;-1.948838E+001;1.248935E-001
64898000;0.000000E+000;5.994742E-001;-9.616546E+000;2.420318E-001
64911000;0.000000E+000;1.034905E+000;1.431169E+001;-9.774697E-002
64924000;0.000000E+000;1.079797E+000;1.823843E+001;-2.987765E-001
64936000;0.000000E+000;7.926545E-001;-2.947844E+000;-1.736473E-001
64950000;0.000000E+000;3.850251E-001;-1.999254E+001;1.524214E-001
64962000;0.000000E+000;5.317847E-001;-7.823638E+000;2.405550E-001
64974000;0.000000E+000;7.697972E-001;1.431169E+001;-9.101778E-004
64988000;0.000000E+000;1.037460E+000;1.625174E+001;-2.732307E-001
65002000;0.000000E+000;6.423918E-001;-6.807134E+000;-1.258920E-001
65015000;0.000000E+000;2.766407E-001;-1.994765E+001;2.705443E-001
65028000;0.000000E+000;6.081427E-001;-4.023365E+000;2.293432E-001
65039000;0.000000E+000;7.576733E-001;1.679503E+001;-8.605444E-002
65051000;0.000000E+000;1.002209E+000;1.625174E+001;-2.479644E-001
65064000;0.000000E+000;6.361552E-001;-6.807134E+000;-8.650911E-002
65078000;0.000000E+000;3.880231E-001;-1.994765E+001;2.298695E-001
65092000;0.000000E+000;6.953862E-001;-2.053730E+000;1.969987E-001
65105000;0.000000E+000;7.988814E-001;1.861304E+001;-1.279696E-001
65118000;0.000000E+000;7.833881E-001;1.209623E+001;-2.590773E-001
65131000;0.000000E+000;1.731315E-001;-1.204544E+001;5.086514E-002
65144000;0.000000E+000;5.422745E-002;-1.782136E+001;2.681884E-001
65158000;0.000000E+000;4.355831E-001;2.055381E+000;1.475887E-001
65171000;0.000000E+000;5.744025E-001;1.999296E+001;-2.554752E-001
65183000;0.000000E+000;4.769582E-001;7.081420E+000;-2.356417E-001
65196000;0.000000E+000;1.561953E-001;-1.657018E+001;6.470621E-002
65210000;0.000000E+000;6.263970E-002;-1.471525E+001;2.620510E-001
65222000;0.000000E+000;3.675813E-001;9.846416E+000;2.979758E-002
65237000;0.000000E+000;6.600608E-001;1.853395E+001;-2.137012E-001
65250000;0.000000E+000;5.041828E-001;-5.060087E+000;-4.749976E-002
65264000;0.000000E+000;-5.357988E-002;-1.984070E+001;2.520107E-001
65277000;0.000000E+000;1.475673E-001;-2.118740E+000;2.483525E-001
65289000;0.000000E+000;5.129408E-001;1.810917E+001;-4.563099E-002
65302000;0.000000E+000;5.810390E-001;1.243183E+001;-1.937594E-001
65315000;0.000000E+000;1.527220E-001;-1.238187E+001;5.765909E-002
65329000;0.000000E+000;-1.305110E-001;-1.717365E+001;2.950807E-001
65342000;0.000000E+000;1.893369E-001;4.088997E+000;1.954654E-001
65355000;0.000000E+000;4.057904E-001;1.994163E+001;-1.839114E-001
65368000;0.000000E+000;3.972023E-001;3.107734E+000;-1.493632E-001
65381000;0.000000E+000;-1.331328E-001;-1.850991E+001;1.482333E-001
65394000;0.000000E+000;-2.154601E-001;-1.163519E+001;2.672901E-001
65407000;0.000000E+000;1.236530E-001;1.319755E+001;-1.712292E-002
65420000;0.000000E+000;2.345636E-001;1.766338E+001;-2.372935E-001
65433000;0.000000E+000;5.793653E-002;-5.060087E+000;-1.431466E-001
65446000;0.000000E+000;-4.182807E-001;-1.993667E+001;1.654561E-001
65459000;0.000000E+000;-2.152315E-001;-6.139973E+000;2.106804E-001
65472000;0.000000E+000;-1.052573E-001;1.714091E+001;-8.964372E-002
65485000;0.000000E+000;1.479095E-001;1.397608E+001;-2.336473E-001
65499000;0.000000E+000;-2.953826E-001;-1.238187E+001;6.445159E-002
65512000;0.000000E+000;-4.988017E-001;-1.813612E+001;2.806983E-001
65525000;0.000000E+000;-9.293111E-002;4.088997E+000;1.569881E-001
65539000;0.000000E+000;8.267518E-002;1.994163E+001;-2.097076E-001
65552000;0.000000E+000;6.607588E-002;3.107734E+000;-1.455131E-001
65566000;0.000000E+000;-3.790220E-001;-1.966767E+001;1.639270E-001
65580000;0.000000E+000;-3.134285E-001;-8.063590E+000;2.584518E-001
65593000;0.000000E+000;1.504168E-003;1.599114E+001;-3.230163E-002
